State Name,District,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll Rejected Votes Postal,Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes,Valid Votes Polled,Tendered Votes
Tamil Nadu,Karur,ST,3,2592871,308011,292,2904301,1876,1251,1649952,1012821,422,18492,2681787,100,235,520,63371,2617661,3,2617661,3
Tamil Nadu,Krishnagiri,ST,3,1447889,1983089,162,3433488,1637,711,734558,743865,355,24705,1504328,845,234,461,66375,1437258,41,1437258,41
Tamil Nadu,Madurai,GEN,2,828189,2922138,163,3755925,1221,4214,1450885,1988253,376,21072,3460786,200,46,472,68266,3392002,5,3392002,5
Tamil Nadu,Mayiladuthurai,GEN,1,2856971,1037591,347,3899115,1769,2437,221122,1867855,357,16160,2106259,765,400,533,29196,2076130,45,2076130,45
Tamil Nadu,Nagapattinam,GEN,2,827234,1578538,205,2408023,220,1826,1779210,1750034,368,13048,3543285,625,163,311,41001,3501810,2,3501810,2
Tamil Nadu,Nilgiris,ST,4,584684,604907,283,1191768,364,1530,417924,931505,388,20949,1371009,243,275,630,27051,1343053,29,1343053,29
Tamil Nadu,Namakkal,ST,1,2789037,1696107,331,4486814,862,477,1575125,1054192,150,18199,2648616,950,222,12,48848,2599534,18,2599534,18
Tamil Nadu,Perambalur,SC,4,980875,318050,475,1302059,929,1730,1465630,323893,261,17450,1807732,498,392,11,64783,1742546,11,1742546,11
Tamil Nadu,Pudukkottai,GEN,2,816198,2503860,178,3324805,585,3984,339178,828850,443,16450,1185495,574,331,145,28719,1156300,33,1156300,33
Tamil Nadu,Ramanathapuram,SC,3,982584,999402,289,1987455,1418,3762,342529,1021627,394,22628,1387648,470,310,543,64593,1322202,47,1322202,47
Tamil Nadu,Ranipet,SC,2,84488,861570,230,950291,1123,2880,653117,1426599,329,14803,2095424,576,330,207,57256,2037631,21,2037631,21
Tamil Nadu,Salem,ST,2,2366048,158998,268,2529587,248,4025,973814,358567,216,6587,1339762,578,302,744,34814,1303902,38,1303902,38
Tamil Nadu,Sivaganga,GEN,4,2050167,2698503,87,4749981,678,546,596548,392818,391,15274,1005437,406,464,387,23723,980863,49,980863,49
Tamil Nadu,Tenkasi,SC,2,2256992,2749090,53,5007262,817,310,1047271,694728,375,21310,1764175,491,154,446,64279,1699296,19,1699296,19
Tamil Nadu,Tiruppur,GEN,1,1386344,2014488,283,3407353,1999,4239,414841,1912708,65,2235,2330497,648,175,474,19851,2309997,12,2309997,12
Tamil Nadu,Tiruchirappalli,ST,1,170296,1326047,356,1498236,1377,160,1210644,427274,111,13484,1652137,624,360,111,64040,1587626,35,1587626,35
Tamil Nadu,Theni,GEN,4,381720,2008050,57,2394872,1617,3428,1029683,1506735,162,9878,2547131,673,51,596,13450,2533034,6,2533034,6
Tamil Nadu,Tirunelveli,ST,2,1395079,2971687,169,4370034,1027,2072,975329,130990,181,7092,1113915,323,299,590,20681,1092345,36,1092345,36
Tamil Nadu,Thanjavur,ST,2,1361182,174462,183,1540723,174,4722,656864,1008999,306,14694,1680907,44,232,594,6216,1673865,3,1673865,3
Tamil Nadu,Thoothukudi,SC,2,2775613,1134085,324,3913135,1739,1374,1546824,1339101,418,21185,2907956,428,374,92,50387,2857103,10,2857103,10
Tamil Nadu,Tirupattur,GEN,3,2863550,1420286,311,4285786,1117,522,1245921,410106,203,24582,1681318,506,341,210,13433,1667334,16,1667334,16
Tamil Nadu,Tiruvallur,ST,4,252904,2711711,234,2967244,590,1805,1250027,1037727,14,13738,2301562,56,346,53,43571,2257592,30,2257592,30
Tamil Nadu,Thiruvarur,SC,2,1466856,552227,60,2021433,948,1342,581867,1466675,418,1372,2050654,322,173,546,41044,2008891,12,2008891,12
Tamil Nadu,Tiruvannamalai,SC,4,1744789,2067135,312,3815181,1603,1342,1754157,1479790,418,18067,3253195,763,109,314,60326,3192446,33,3192446,33
Tamil Nadu,Vellore,ST,2,2431826,1816189,338,4249250,298,599,551573,523417,137,12482,1088045,436,92,17,57503,1030433,19,1030433,19
Tamil Nadu,Viluppuram,GEN,1,86801,2559987,11,2653125,1347,4979,1709336,1679081,28,7157,3395647,45,104,702,55258,3339583,27,3339583,27
Tamil Nadu,Virudhunagar,GEN,2,75224,1276783,285,1354318,1671,355,1516408,1443985,411,15093,2976185,288,67,235,9808,2966075,35,2966075,35
Telangana,Adilabad,GEN,4,1791154,759461,243,2556229,1543,3828,253691,1702454,145,13480,1970409,639,442,539,67360,1902068,49,1902068,49
Telangana,Bhadradri Kothagudem,ST,1,2561413,2106884,255,4669569,293,724,1516392,1937608,342,13162,3468049,545,174,535,17686,3449654,38,3449654,38
Telangana,Hanamkonda,GEN,4,1635745,1645358,255,3284787,1608,1821,641727,764220,120,10434,1417469,968,15,254,62547,1354653,14,1354653,14
Telangana,Hyderabad,ST,2,2732105,790861,442,3528276,1776,3092,1040145,1839080,187,10468,2890607,727,307,120,18809,2871371,15,2871371,15
Telangana,Jagtial,SC,2,2156850,957979,438,3118229,302,2660,375382,187688,163,11397,575187,557,112,735,28745,545595,48,545595,48
Telangana,Jangaon,ST,2,1251145,2042972,42,3299457,1842,3456,1120021,670602,264,23630,1814718,201,331,795,785,1812807,14,1812807,14
Telangana,Jayashankar Bhupalpally,GEN,3,2967188,2445455,304,5417310,810,3553,1092149,398378,97,8830,1499900,446,216,313,46788,1452583,21,1452583,21
Telangana,Jogulamba Gadwal,GEN,4,195790,1167936,380,1369987,1315,4566,350951,279696,104,16301,647125,73,60,710,13810,632545,3,632545,3
Telangana,Kamareddy,ST,3,483681,317298,207,804126,355,2585,933331,1302695,247,5234,2242223,716,316,186,39531,2202190,20,2202190,20
Telangana,Karimnagar,ST,2,724614,2033317,420,2764834,1929,4554,1102710,22075,375,22389,1148203,654,61,342,56468,1091332,48,1091332,48
Telangana,Khammam,SC,2,2425601,197784,224,2627785,553,3623,1437532,1062432,174,2666,2503798,994,23,718,4253,2498804,7,2498804,7
Telangana,Kumuram Bheem Asifabad,GEN,3,2452697,1652369,287,4109685,631,3701,1484127,223859,338,5335,1714480,821,34,546,69643,1644257,1,1644257,1
Telangana,Mahabubabad,GEN,1,2868350,898999,52,3771779,269,4109,440449,690095,221,11034,1142538,739,102,38,38072,1104326,22,1104326,22
Telangana,Mahbubnagar,SC,4,2680719,1912380,342,4598260,1989,2830,1624230,1461739,106,5369,3091591,147,498,689,7048,3083356,21,3083356,21
Telangana,Mancherial,GEN,4,2185804,1361630,142,3548608,334,698,1501842,1312462,284,2437,2817483,458,207,581,45804,2770891,9,2770891,9
Telangana,Medak,ST,4,622228,2776160,248,3404511,1993,3882,615471,1539582,49,12774,2168623,747,328,702,13699,2153894,47,2153894,47
Telangana,Medchal–Malkajgiri,ST,3,2316249,977427,194,3295545,1499,176,881218,1068734,426,1237,1951843,228,367,732,66457,1884287,11,1884287,11
Telangana,Mulugu,ST,2,734006,311153,206,1050757,929,4463,232573,1743422,232,23342,2000370,801,86,307,51787,1948190,15,1948190,15
Telangana,Nalgonda,GEN,1,1440381,1759990,265,3204119,1875,1608,1343927,1930169,119,9161,3283409,33,470,247,11228,3271464,40,3271464,40
Telangana,Nagarkurnool,SC,1,837709,2890494,417,3729992,946,426,1768237,1338508,339,23553,3130727,90,60,15,4311,3126341,15,3126341,15
Telangana,Narayanpet,GEN,1,876584,1944609,430,2824896,415,2858,1029183,257414,410,7317,1294826,502,472,382,63438,1230534,23,1230534,23
Telangana,Nirmal,SC,1,1510462,1055298,48,2567367,875,684,1643486,984355,296,12959,2641379,283,341,513,14484,2626041,15,2626041,15
Telangana,Nizamabad,ST,3,1324755,505957,165,1832480,111,1492,1218040,1481047,425,19974,2720418,932,486,610,14815,2704507,28,2704507,28
Telangana,Peddapalli,ST,3,1410160,2636106,496,4052619,1875,3982,446846,30712,84,9729,487782,411,425,720,59808,426829,49,426829,49
Telangana,Rajanna Sircilla,GEN,2,1173087,2599346,436,3773900,896,135,1723171,351689,259,19486,2095009,404,295,34,56964,2037716,46,2037716,46
Telangana,Ranga Reddy,SC,4,1701547,2856449,394,4561764,971,2403,1893094,471725,260,11135,2376250,36,70,348,66090,2309742,10,2309742,10
Telangana,Sangareddy,GEN,1,1508284,290973,291,1801034,540,946,1324621,1799787,133,15877,3140699,281,447,224,66289,3073739,8,3073739,8
Telangana,Siddipet,SC,1,1579803,292787,290,1874874,336,1658,191069,78887,424,6333,277351,638,219,196,11880,265056,19,265056,19
Telangana,Suryapet,ST,3,2224422,573949,210,2800482,94,1807,311447,974119,54,4239,1290495,636,467,59,42115,1247854,29,1247854,29
Telangana,Vikarabad,GEN,1,1047738,1425292,289,2476501,1738,1444,1863546,156089,75,23718,2044426,998,248,467,38885,2004826,15,2004826,15
Telangana,Wanaparthy,SC,3,395143,1689799,427,2090380,1538,3473,1968195,382727,84,9081,2361022,935,497,115,18328,2342082,7,2342082,7
Telangana,Warangal,GEN,4,2189084,271381,275,2463471,1613,1118,1912310,869888,38,7585,2790662,841,438,638,61486,2728100,0,2728100,0
Telangana,Yadadri Bhuvanagiri,SC,3,1537751,2286284,170,3824609,384,20,555255,150636,3,3475,709751,382,161,717,23594,685279,8,685279,8
Tripura,Dhalai,SC,4,103599,1157525,261,1265113,1783,1945,1965988,1952858,107,15394,3934590,243,340,514,43227,3890509,26,3890509,26
Tripura,Gomati,SC,4,1932123,716647,169,2652748,363,3446,366242,864365,55,22458,1254026,906,19,391,10441,1243175,18,1243175,18
Tripura,Khowai,ST,3,1057214,1620693,5,2680790,81,2797,1141221,430332,373,3406,1575747,415,486,439,47,1574775,20,1574775,20
Tripura,North Tripura,GEN,3,827675,2993299,282,3825718,84,4378,1295488,685156,43,11009,1992171,475,29,414,27748,1963980,18,1963980,18
Tripura,Sepahijala,GEN,1,2581385,1122726,399,3707824,1466,1848,1187398,1541364,121,13928,2743508,697,410,149,1942,2741007,32,2741007,32
Tripura,South Tripura,SC,2,2073486,2943236,228,5018664,1621,93,123438,921994,380,19874,1066021,335,481,408,18973,1046159,37,1046159,37
Tripura,Unakoti,GEN,1,2471174,1476953,323,3952367,526,3391,1509311,201862,116,24544,1735986,153,128,428,17722,1717708,48,1717708,48
Tripura,West Tripura,SC,1,1263742,176102,125,1445818,1802,4047,544956,934965,238,12989,1494013,865,127,488,1613,1491785,23,1491785,23
Uttar Pradesh,Agra,GEN,3,1806246,2562247,421,4371745,1410,1421,1545563,584101,401,21266,2152199,868,392,506,41750,2109551,5,2109551,5
Uttar Pradesh,Aligarh,GEN,1,1029704,2238170,136,3271809,751,3048,665762,1641788,320,5862,2314199,467,169,446,9259,2304325,20,2304325,20
Uttar Pradesh,Ambedkar Nagar,GEN,2,535809,158723,387,699114,365,3830,1974985,989538,392,24831,2990203,457,89,659,56977,2932478,5,2932478,5
Uttar Pradesh,Amethi,ST,2,1258070,232588,385,1495818,1706,3069,1610553,611274,48,4449,2227267,943,249,185,57795,2169038,28,2169038,28
Uttar Pradesh,Amroha,GEN,3,2608589,2126624,244,4737774,1800,517,390580,584993,445,5283,982042,741,384,370,34540,946748,48,946748,48
Uttar Pradesh,Auraiya,SC,1,909288,1822298,359,2735367,1541,1881,1207989,1647758,283,23365,2879902,507,29,40,62032,2817801,27,2817801,27
Uttar Pradesh,Ayodhya,ST,3,1227816,1968096,1,3198884,1862,1109,1738611,977850,327,7301,2724763,674,198,220,37137,2687208,10,2687208,10
Uttar Pradesh,Azamgarh,ST,4,2457808,1986599,76,4449444,1349,3612,218204,165162,94,19212,403047,375,302,319,22232,380194,18,380194,18
Uttar Pradesh,Bagpat,GEN,3,2111490,1850936,497,3968190,1758,3509,1792683,528777,243,24418,2346349,228,372,316,54762,2290899,7,2290899,7
Uttar Pradesh,Bahraich,SC,1,2791367,321501,74,3114646,849,855,790434,342660,24,22693,1156159,348,70,314,27979,1127796,21,1127796,21
Uttar Pradesh,Ballia,GEN,1,2493374,1676342,1,4173600,284,3599,1252114,946870,386,15430,2215377,577,52,111,35841,2179373,42,2179373,42
Uttar Pradesh,Balrampur,SC,4,1668570,299709,136,1968642,136,91,1167563,846798,4,23914,2039141,862,297,124,3923,2034797,23,2034797,23
Uttar Pradesh,Banda,GEN,3,317991,2907040,86,3228368,609,2642,1938205,294264,148,23603,2256251,31,264,189,3000,2252798,10,2252798,10
Uttar Pradesh,Barabanki,ST,2,1332195,2240976,356,3577502,787,3188,1500655,167109,38,19268,1687180,110,121,111,13720,1673228,42,1673228,42
Uttar Pradesh,Bareilly,ST,3,2720579,2370188,171,5095919,536,4445,1791536,311707,308,3966,2107781,264,284,508,40835,2066154,3,2066154,3
Uttar Pradesh,Basti,ST,3,2225394,630003,481,2857992,1371,743,1362132,134304,140,13950,1511122,596,359,58,39039,1471666,8,1471666,8
Uttar Pradesh,Bhadohi,ST,4,1252090,682283,365,1937111,1617,756,383587,1398982,59,8705,1791455,122,488,517,3887,1786563,46,1786563,46
Uttar Pradesh,Bijnor,ST,4,2608391,1771985,39,4381890,633,842,1427003,278404,330,11614,1718294,943,434,321,41293,1676246,36,1676246,36
Uttar Pradesh,Budaun,ST,4,2442643,1848964,314,4296557,1602,3034,1477417,1676059,367,22710,3176982,429,400,96,3040,3173446,8,3173446,8
Uttar Pradesh,Bulandshahr,SC,4,2819820,745536,343,3571377,1162,4516,347526,1613650,403,8314,1970382,489,21,761,21909,1947691,7,1947691,7
Uttar Pradesh,Chandauli,SC,4,2241915,866105,448,3110535,680,1387,997184,309776,87,20791,1328328,490,130,379,36643,1291176,36,1291176,36
Uttar Pradesh,Chitrakoot,SC,3,444635,1930913,54,2378915,549,2764,199957,423087,375,15542,639397,436,344,249,59196,579608,22,579608,22
Uttar Pradesh,Deoria,GEN,1,358397,2180006,319,2539316,344,250,1965926,361492,294,20534,2348475,229,436,631,45103,2302305,5,2302305,5
Uttar Pradesh,Etah,SC,1,2169794,234282,238,2407171,284,2573,1189841,937832,316,22222,2150643,432,292,424,1324,2148603,9,2148603,9
Uttar Pradesh,Etawah,SC,1,2991876,154152,43,3150379,221,4087,568587,1204287,237,9463,1783324,750,159,449,64442,1718274,19,1718274,19
Uttar Pradesh,Farrukhabad,GEN,1,846630,168689,280,1017850,1647,604,1130586,1361069,222,18728,2510687,82,446,294,44148,2465799,35,2465799,35
Uttar Pradesh,Fatehpur,ST,2,2075130,239063,221,2318369,851,3104,1904969,714664,414,22692,2642914,175,433,50,33900,2608531,38,2608531,38
Uttar Pradesh,Firozabad,GEN,2,1082322,926732,13,2015521,1492,4962,536856,874527,421,20350,1432791,637,302,516,21178,1410795,35,1410795,35
Uttar Pradesh,Gautam Buddha Nagar,GEN,1,2521174,1141203,86,3667725,1623,3639,1652085,572972,252,22298,2248185,578,170,775,11009,2236231,29,2236231,29
Uttar Pradesh,Ghaziabad,ST,4,1159828,2072484,49,3234297,1443,493,284974,69050,300,2357,357506,825,320,311,67873,289002,11,289002,11
Uttar Pradesh,Ghazipur,GEN,4,616494,2238052,460,2857338,1203,1129,1128633,464984,98,8700,1603167,752,301,676,1747,1600443,23,1600443,23
Uttar Pradesh,Gonda,SC,3,1094244,2843490,106,3943539,1613,4086,251364,316762,319,24624,593439,370,463,217,46834,545925,44,545925,44
Uttar Pradesh,Gorakhpur,GEN,1,2388946,1699093,258,4093666,1526,3843,343022,72878,331,19517,436042,294,107,392,50850,384693,28,384693,28
Uttar Pradesh,Hamirpur,SC,4,1740129,423585,261,2168326,1600,2751,1425219,607687,200,8580,2041770,84,45,72,6490,2035163,26,2035163,26
Uttar Pradesh,Hapur,ST,4,505891,2446186,406,2954381,620,1278,1805727,1199650,233,3716,3009774,448,295,618,41950,2966911,7,2966911,7
Uttar Pradesh,Hardoi,ST,4,1234339,2375066,130,3613359,667,3157,1279846,1393829,324,1181,2675651,471,153,687,9386,2665425,10,2665425,10
Uttar Pradesh,Hathras,SC,3,2798131,939169,202,3738632,426,704,86348,1393181,397,16930,1497737,881,333,63,28553,1468788,2,1468788,2
Uttar Pradesh,Jalaun,SC,2,2539128,1641476,469,4184040,620,2347,284577,809877,375,19767,1114873,277,411,755,8448,1105259,2,1105259,2
Uttar Pradesh,Jaunpur,GEN,4,169864,1751096,373,1926294,772,4189,41420,1892642,79,12901,1947971,929,162,674,1065,1946070,14,1946070,14
Uttar Pradesh,Jhansi,ST,4,1292206,2748396,45,4042194,1449,98,1162343,978960,180,7134,2149001,384,349,225,36857,2111570,13,2111570,13
Uttar Pradesh,Kannauj,GEN,3,1271271,1233393,11,2510778,1900,4203,346149,1914036,194,8977,2269602,246,203,15,19405,2249979,22,2249979,22
Uttar Pradesh,Kanpur Dehat,ST,2,1475758,2987703,425,4467069,1627,1556,1025932,952080,22,15758,1994787,995,489,271,61262,1932765,43,1932765,43
Uttar Pradesh,Kanpur Nagar,GEN,1,1959891,2773610,207,4736674,1681,1285,59378,633745,58,20944,714221,96,411,499,4259,709052,33,709052,33
Uttar Pradesh,Kasganj,SC,4,2183625,424058,371,2612243,855,3334,256239,409271,74,22426,688642,632,324,335,41267,646716,43,646716,43
Uttar Pradesh,Kaushambi,GEN,3,718022,595769,326,1315162,820,225,341033,833192,10,14839,1190069,995,323,513,8453,1180780,36,1180780,36
Uttar Pradesh,Kushinagar,SC,2,939745,1427106,247,2369972,1391,1483,1784024,1815122,165,9260,3609272,701,24,84,31641,3577523,0,3577523,0
Uttar Pradesh,Lakhimpur Kheri,GEN,2,2395960,969370,250,3369116,472,3064,1817485,1060185,394,16755,2895282,463,221,311,33655,2861095,23,2861095,23
Uttar Pradesh,Lalitpur,ST,2,1901478,2388549,210,4293258,492,2529,1453734,1711420,57,12701,3178197,285,335,39,31325,3146498,14,3146498,14
Uttar Pradesh,Lucknow,SC,3,2985692,1093612,256,4082453,1169,1724,1515431,949005,153,6772,2472355,994,162,335,67459,2404399,6,2404399,6
Uttar Pradesh,Maharajganj,ST,3,2873143,611148,118,3486995,391,2195,302423,990828,284,6310,1300533,688,98,348,57002,1243085,35,1243085,35
Uttar Pradesh,Mahoba,GEN,2,2479420,602818,379,3086204,749,2838,1871408,883856,52,10316,2766090,458,401,715,32541,2732433,18,2732433,18
Uttar Pradesh,Mainpuri,ST,1,1186218,1894543,162,3082065,845,297,1098646,1591919,44,20581,2711474,284,200,117,38141,2673016,10,2673016,10
Uttar Pradesh,Mathura,SC,1,1257973,1054194,394,2316831,1891,2379,1016994,424020,94,10674,1452270,488,224,477,46022,1405547,18,1405547,18
Uttar Pradesh,Mau,GEN,3,2173042,1759692,290,3935363,1893,446,1200871,943657,102,16548,2161997,819,96,407,39231,2122263,10,2122263,10
Uttar Pradesh,Meerut,ST,4,1791426,1622047,40,3415129,1125,491,148123,1264488,274,2851,1416341,605,468,562,38403,1376908,30,1376908,30
Uttar Pradesh,Mirzapur,GEN,3,739867,2470837,158,3216058,325,4871,242284,401774,52,23056,667798,632,424,183,18862,648329,25,648329,25
Uttar Pradesh,Moradabad,GEN,2,789542,2101373,342,2894871,1959,1655,248508,537227,82,3205,789135,113,144,192,23176,765623,19,765623,19
Uttar Pradesh,Muzaffarnagar,ST,4,2439023,830807,43,3274554,1047,3634,830135,595636,184,6153,1432706,598,155,162,69891,1362498,26,1362498,26
Uttar Pradesh,Pilibhit,SC,2,2904245,119800,130,3029335,1469,3691,538496,278886,337,10050,828686,917,409,635,28944,798698,6,798698,6
Uttar Pradesh,Pratapgarh,ST,4,2020483,2612739,402,4637233,123,3486,1077765,463596,85,7257,1549193,490,127,512,56646,1491908,13,1491908,13
Uttar Pradesh,Prayagraj,SC,1,2312984,199149,454,2516774,746,3441,1338800,896713,349,17917,2254109,330,80,577,18892,2234560,33,2234560,33
Uttar Pradesh,Raebareli,SC,1,439775,420521,286,865478,775,4121,1733050,1331772,363,24069,3089697,443,36,150,37876,3051635,15,3051635,15
Uttar Pradesh,Rampur,ST,2,1081116,1612668,442,2696472,283,1963,1058321,386500,61,3162,1448222,178,382,640,64754,1382446,43,1382446,43
Uttar Pradesh,Saharanpur,ST,4,1557695,2243735,39,3803407,1180,758,1692846,123190,249,2095,1819310,930,118,338,7610,1811244,4,1811244,4
Uttar Pradesh,Sambhal,SC,2,934948,2018979,344,2959250,1158,3821,1734073,1437064,211,17432,3188789,9,496,172,16143,3171978,46,3171978,46
Uttar Pradesh,Sant Kabir Nagar,SC,3,1674232,1150548,354,2831886,1755,4997,751301,559017,160,14089,1325057,490,371,433,64177,1260076,49,1260076,49
Uttar Pradesh,Shahjahanpur,SC,2,2907377,1017757,433,3931178,1533,4078,1413039,1057082,396,5225,2476419,677,298,286,21397,2454438,14,2454438,14
Uttar Pradesh,Shamli,ST,2,478590,1396454,140,1880352,408,4760,1319443,95310,94,22614,1437717,256,472,387,42257,1394601,32,1394601,32
Uttar Pradesh,Shravasti,GEN,3,1628702,1889353,155,3520651,1533,908,1545489,685937,376,17820,2249661,39,209,235,65673,2183544,49,2183544,49
Uttar Pradesh,Siddharthnagar,ST,4,1695729,1959516,487,3661588,1354,4502,336045,192068,306,1480,530613,714,17,234,51707,478655,39,478655,39
Uttar Pradesh,Sitapur,GEN,1,2049523,1862878,138,3917806,1267,4000,1355469,104516,253,23398,1483946,310,278,326,38593,1444749,47,1444749,47
Uttar Pradesh,Sonbhadra,SC,2,1472998,328370,258,1804273,658,1989,945034,624612,96,22408,1592289,139,26,11,55167,1537085,5,1537085,5
Uttar Pradesh,Sultanpur,ST,3,1437202,2599852,114,4040732,873,2691,1960894,628010,89,8062,2597505,450,217,479,34004,2562805,48,2562805,48
Uttar Pradesh,Unnao,GEN,4,2412357,1865802,152,4279963,370,1282,1920214,967995,112,22845,2912096,930,474,282,1636,2909704,24,2909704,24
Uttar Pradesh,Varanasi,ST,2,2009034,923341,164,2935509,1579,1391,421281,1878600,430,4698,2305365,356,29,463,2710,2302163,37,2302163,37
Uttarakhand,Almora,ST,1,2417800,594903,312,3019587,1628,4944,1935354,1531834,381,24440,3492481,472,300,219,16950,3475012,14,3475012,14
Uttarakhand,Bageshwar,SC,3,2890961,2983451,433,5876298,413,1040,1294748,1336243,449,22781,2654590,369,498,220,53129,2600743,48,2600743,48
Uttarakhand,Chamoli,SC,3,1537352,2380058,128,3920834,759,2537,956300,592712,137,12010,1561388,229,216,517,45003,1515652,36,1515652,36
Uttarakhand,Champawat,GEN,3,1702896,1842879,151,3551501,1386,4189,1809676,743991,241,16269,2571176,999,285,119,14896,2555876,24,2555876,24
Uttarakhand,Dehradun,GEN,2,318175,829745,75,1151528,373,3160,179972,1005085,325,7506,1193862,974,388,713,34584,1158177,49,1158177,49
Uttarakhand,Haridwar,SC,2,2192538,1913693,99,4110812,70,4412,872259,1379503,83,10364,2263177,968,80,760,6091,2256246,39,2256246,39
Uttarakhand,Nainital,SC,2,1107138,1940680,21,3048625,50,736,757106,883039,141,19796,1660990,908,85,370,44777,1615758,23,1615758,23
Uttarakhand,Pauri Garhwal,SC,3,725876,446224,49,1177778,1244,4385,105214,1253539,420,16505,1376606,928,449,383,29868,1345906,0,1345906,0
Uttarakhand,Pithoragarh,GEN,2,1761915,678002,12,2442274,1245,1100,579568,1345034,226,8683,1934248,737,404,551,67665,1865628,40,1865628,40
Uttarakhand,Rudraprayag,SC,1,52041,2373129,64,2426444,374,836,622665,1238806,442,6441,1868454,100,40,90,53831,1814493,33,1814493,33
Uttarakhand,Tehri Garhwal,ST,4,1881657,2306403,220,4189969,1034,655,193940,1520450,374,10358,1725610,488,91,320,544,1724655,39,1724655,39
Uttarakhand,Udham Singh Nagar,SC,4,1542312,1412094,312,2960945,1815,4412,1104350,53203,126,12522,1171192,991,106,418,20330,1150338,36,1150338,36
Uttarakhand,Uttarkashi,SC,2,1044528,1649413,286,2695737,1384,126,838022,1901029,205,7677,2746934,1,430,28,49036,2697440,13,2697440,13
West Bengal,Alipurduar,ST,4,552456,1292446,392,1846097,196,607,72069,1618919,395,3234,1694680,63,98,366,29460,1664756,44,1664756,44
West Bengal,Bankura,ST,2,80105,1893271,415,1975954,1575,588,668897,1794148,310,19776,2484070,939,181,89,1747,2482053,0,2482053,0
West Bengal,Birbhum,GEN,1,1581120,1968245,100,3551732,897,1370,286306,1566873,291,17737,1871964,757,287,24,8606,1863047,37,1863047,37
West Bengal,Cooch Behar,SC,4,1122110,299748,420,1424763,1808,677,1259773,389205,44,17635,1667128,471,102,545,21216,1645265,15,1645265,15
West Bengal,Dakshin Dinajpur,ST,3,1685579,2149143,488,3840370,1734,3426,501955,1345002,107,6714,1854466,688,31,701,19061,1834673,17,1834673,17
West Bengal,Darjeeling,ST,4,2058314,459060,419,2519889,1037,1059,114855,1339804,391,13179,1468657,428,193,345,63236,1404883,26,1404883,26
West Bengal,Hooghly,SC,1,2036463,2584158,481,4625174,1929,2143,586639,1906224,407,5004,2498790,516,229,66,67173,2431322,44,2431322,44
West Bengal,Howrah,SC,2,213163,96494,77,311313,695,884,771987,768981,418,14528,1556393,479,410,488,17786,1537709,41,1537709,41
West Bengal,Jalpaiguri,ST,3,1107748,1348207,18,2459655,432,3250,1351729,1404959,50,2053,2759511,720,252,462,68440,2690357,36,2690357,36
West Bengal,Jhargram,SC,4,1533259,1747396,270,3284526,553,3048,1517078,250871,101,11616,1779686,20,460,596,18809,1759821,34,1759821,34
West Bengal,Kalimpong,ST,4,1037503,166442,206,1207412,975,2286,1522747,90912,308,10314,1624706,425,52,715,68698,1555241,12,1555241,12
West Bengal,Kolkata,GEN,1,573447,332963,284,909663,818,2151,522989,1191511,191,10848,1725738,199,279,696,53787,1670976,26,1670976,26
West Bengal,Maldah,ST,4,2256384,2021508,194,4282781,163,4532,502389,1858083,261,14867,2375710,110,163,753,15347,2359447,40,2359447,40
West Bengal,Murshidabad,ST,1,2233996,2678641,273,4916335,953,2472,1558371,1800805,156,13531,3373150,287,53,331,2941,3369825,18,3369825,18
West Bengal,Nadia,GEN,3,1483381,1600885,19,3087981,735,2961,650450,895096,414,11974,1558910,976,455,215,30356,1527884,29,1527884,29
West Bengal,North 24 Parganas,ST,1,2491789,1599366,22,4095436,327,3932,1104775,1552155,129,10418,2667515,38,113,231,33243,2633928,20,2633928,20
West Bengal,Paschim Bardhaman,GEN,3,2684296,758967,136,3447965,1219,3347,1145429,1697576,7,8816,2852200,372,270,317,16145,2835468,31,2835468,31
West Bengal,Paschim Medinipur,ST,2,2919326,1245020,60,4170142,1820,3916,469091,536300,197,11034,1017258,636,259,136,7349,1009514,22,1009514,22
West Bengal,Purba Bardhaman,ST,1,808545,221962,136,1034589,894,3052,1718252,1391151,25,7522,3117353,403,489,575,36578,3079711,15,3079711,15
West Bengal,Purba Medinipur,GEN,1,2344636,2695466,129,5042818,1946,641,1035156,26732,248,12412,1074753,205,122,411,11409,1062811,32,1062811,32
West Bengal,Purulia,GEN,4,1189883,1926404,426,3121578,153,4712,548490,1777321,211,10980,2337459,457,230,545,69254,2267430,13,2267430,13
West Bengal,South 24 Parganas,GEN,4,1029491,503112,140,1539005,1319,4943,28466,232324,179,6569,268371,833,22,435,45094,222820,39,222820,39
West Bengal,Uttar Dinajpur,GEN,1,231569,1105187,426,1340413,610,2621,497711,500778,163,14612,1014181,917,227,343,46721,966890,45,966890,45
Andaman and Nicobar Islands,Nicobar,ST,4,2895914,1282501,148,4182934,755,3616,1203838,1082331,104,10767,2297274,234,1,86,14697,2282490,24,2282490,24
Andaman and Nicobar Islands,North and Middle Andaman,GEN,2,1301899,2228116,235,3532544,1683,611,978939,800368,144,16209,1795995,335,495,679,38999,1755822,7,1755822,7
Andaman and Nicobar Islands,South Andaman,ST,3,193949,2577462,302,2777724,1026,4985,701541,852330,336,20349,1575154,598,216,92,45587,1529259,1,1529259,1
